type,listPrice,lastSoldPrice,sqft,stories,beds,baths_full,garage,year_built,zip,baths_partial,price_per_sqft,price_category
single_family,300000.0,300000,1876.0,1.0,3.0,2.0,0.0,1951.0,32207,0.0,159.9147121535181,medio
single_family,560000.0,555000,2733.0,1.0,4.0,3.0,3.0,2006.0,33579,0.0,203.0735455543359,alto
townhomes,425000.0,415000,1405.0,2.0,3.0,2.0,1.0,1994.0,33458,1.0,295.37366548042706,medio
condos,89900.0,87500,960.0,1.0,2.0,2.0,0.0,1974.0,33313,0.0,91.14583333333333,bajo
townhomes,425000.0,405000,2075.0,2.0,3.0,2.0,1.0,2016.0,32541,1.0,195.18072289156626,medio
single_family,520000.0,499500,1661.0,1.0,3.0,2.0,2.0,2001.0,34212,0.0,300.72245635159544,alto
single_family,699999.0,697000,2552.0,2.0,4.0,3.0,2.0,1998.0,32934,0.0,273.1191222570533,alto
condos,300000.0,275000,1527.0,1.0,2.0,2.0,1.0,2014.0,34292,0.0,180.09168303863785,bajo
single_family,995000.0,990000,1716.0,2.0,4.0,2.0,2.0,1981.0,32561,0.0,576.9230769230769,alto
condos,445000.0,430000,1191.0,1.0,2.0,2.0,0.0,1997.0,33160,0.0,361.04114189756507,medio
single_family,379900.0,385000,1095.0,1.0,3.0,2.0,1.0,2016.0,33064,0.0,351.5981735159817,medio
single_family,236990.0,246500,1413.0,1.0,2.0,2.0,1.0,2023.0,33541,0.0,174.45152158527955,bajo
single_family,374990.0,374990,2030.0,1.0,5.0,3.0,2.0,2026.0,32218,0.0,184.72413793103448,medio
single_family,1250000.0,1285000,3395.0,1.0,4.0,3.0,3.0,1992.0,32779,0.0,378.4977908689249,alto
single_family,620000.0,626000,3084.0,1.0,5.0,3.0,3.0,2005.0,32258,0.0,202.98313878080415,alto
single_family,475000.0,475000,3548.0,2.0,4.0,3.0,3.0,2007.0,32570,1.0,133.8782412626832,medio
single_family,689000.0,680000,1963.0,1.0,3.0,2.0,2.0,1997.0,32137,0.0,346.4085583290881,alto
single_family,639900.0,630000,3561.0,2.0,5.0,5.0,2.0,2004.0,32092,0.0,176.91659646166806,alto
single_family,368999.0,363999,2360.0,1.0,4.0,2.0,2.0,2025.0,32043,1.0,154.23686440677966,medio
single_family,389900.0,389900,2182.0,1.0,4.0,4.0,1.0,2005.0,34758,0.0,178.68927589367553,medio
townhomes,619000.0,595000,1898.0,1.0,3.0,2.0,2.0,1991.0,33178,1.0,313.4878819810327,alto
single_family,489000.0,480000,2186.0,1.0,4.0,2.0,0.0,1959.0,32579,0.0,219.57913998170173,alto
single_family,724999.0,690000,3388.0,2.0,5.0,4.0,3.0,2020.0,32259,0.0,203.65997638724912,alto
condos,2390000.0,2300000,1230.0,1.0,2.0,2.0,1.0,1926.0,33139,0.0,1869.918699186992,alto
condos,299000.0,266000,1180.0,5.0,2.0,2.0,0.0,1980.0,33026,0.0,225.42372881355934,bajo
mobile,39900.0,39900,682.0,1.0,2.0,2.0,0.0,1995.0,33540,0.0,58.504398826979475,bajo
single_family,1695000.0,1525000,3442.0,3.0,4.0,3.0,3.0,1994.0,34209,1.0,443.0563625798954,alto
single_family,1199000.0,1095000,2656.0,2.0,6.0,4.0,0.0,1925.0,33134,0.0,412.2740963855422,alto
single_family,669000.0,650000,1328.0,1.0,2.0,2.0,2.0,2005.0,33410,0.0,489.4578313253012,alto
single_family,306990.0,306990,1828.0,1.0,4.0,2.0,2.0,2025.0,34470,0.0,167.93763676148797,medio
single_family,396990.0,396990,2499.0,2.0,5.0,3.0,2.0,2026.0,32043,0.0,158.859543817527,medio
single_family,585000.0,555000,2093.0,1.0,4.0,2.0,2.0,1958.0,32210,1.0,265.16961299569994,alto
single_family,359440.0,356000,1862.0,1.0,4.0,2.0,2.0,2026.0,32218,0.0,191.1922663802363,medio
single_family,845000.0,845000,2732.0,2.0,4.0,3.0,3.0,1994.0,32224,0.0,309.29721815519764,alto
land,199000.0,150000,1680.0,1.0,3.0,2.0,0.0,1999.0,34972,0.0,89.28571428571429,bajo
single_family,2980000.0,2750000,1540.0,2.0,3.0,2.0,1.0,1970.0,33037,0.0,1785.7142857142858,alto
single_family,549900.0,540000,1145.0,2.0,2.0,1.0,0.0,2004.0,32060,1.0,471.6157205240175,alto
single_family,985000.0,985000,2854.0,1.0,4.0,3.0,3.0,2024.0,32934,0.0,345.12964260686755,alto
condos,279900.0,260000,1477.0,2.0,3.0,2.0,1.0,2007.0,32086,1.0,176.03249830737983,bajo
single_family,950000.0,935000,2931.0,1.0,4.0,3.0,3.0,2024.0,32940,1.0,319.00375298532924,alto
single_family,9495000.0,9295000,7628.0,4.0,6.0,6.0,2.0,2021.0,32461,1.0,1218.536969061353,alto
single_family,549000.0,525000,1652.0,1.0,3.0,2.0,2.0,1990.0,33324,0.0,317.79661016949154,alto
single_family,499000.0,463370,2052.0,1.0,3.0,2.0,0.0,2023.0,32439,0.0,225.81384015594543,medio
single_family,329900.0,330000,2212.0,1.0,3.0,2.0,2.0,2008.0,32063,0.0,149.1862567811935,medio
condos,199000.0,170000,1064.0,1.0,2.0,2.0,0.0,1982.0,34285,0.0,159.77443609022558,bajo
single_family,799000.0,745000,2145.0,1.0,3.0,3.0,2.0,2013.0,34211,0.0,347.31934731934734,alto
single_family,674900.0,675000,2550.0,2.0,4.0,3.0,2.0,2003.0,32311,1.0,264.70588235294116,alto
single_family,534999.0,530000,2419.0,1.0,3.0,2.0,2.0,2020.0,32168,1.0,219.0988011575031,alto
townhomes,799999.0,785000,1963.0,1.0,3.0,2.0,1.0,1987.0,33155,1.0,399.8981151299032,alto
single_family,585000.0,535000,1602.0,1.0,2.0,2.0,2.0,1997.0,32082,0.0,333.95755305867664,alto
single_family,474999.0,440000,1259.0,1.0,2.0,2.0,2.0,2005.0,33913,0.0,349.4837172359015,medio
single_family,769900.0,740000,1817.0,1.0,3.0,2.0,2.0,1983.0,33914,1.0,407.26472206934505,alto
single_family,709876.0,720500,1419.0,1.0,3.0,2.0,0.0,1987.0,33183,0.0,507.7519379844961,alto
single_family,292900.0,292900,2213.0,1.0,4.0,2.0,2.0,2025.0,33872,0.0,132.3542702214189,bajo
condos,254900.0,240000,1301.0,1.0,3.0,2.0,0.0,2022.0,34142,0.0,184.47348193697155,bajo
condos,1200000.0,1050000,2000.0,1.0,3.0,2.0,0.0,1969.0,33062,0.0,525.0,alto
single_family,499900.0,490000,1686.0,1.0,3.0,2.0,2.0,1982.0,33549,0.0,290.62870699881375,alto
single_family,849000.0,825000,2257.0,2.0,4.0,3.0,2.0,2002.0,32034,0.0,365.52946389011964,alto
single_family,775000.0,739000,1806.0,2.0,4.0,2.0,2.0,2022.0,32084,1.0,409.1915836101883,alto
single_family,599990.0,580000,1435.0,1.0,4.0,2.0,0.0,1950.0,33125,1.0,404.18118466898954,alto
townhomes,359000.0,363000,1752.0,2.0,3.0,2.0,1.0,1986.0,34210,0.0,207.1917808219178,medio
single_family,1095000.0,945000,2072.0,2.0,3.0,3.0,0.0,1993.0,33924,0.0,456.0810810810811,alto
single_family,1200000.0,1205000,1353.0,1.0,2.0,2.0,4.0,1997.0,33050,0.0,890.6134515890614,alto
single_family,389000.0,340000,999.0,1.0,2.0,2.0,1.0,1982.0,33035,0.0,340.34034034034033,medio
single_family,289990.0,289990,1891.0,2.0,4.0,2.0,2.0,2025.0,32583,1.0,153.35272342675833,bajo
condos,369900.0,360000,2132.0,1.0,3.0,2.0,2.0,2000.0,33919,0.0,168.85553470919325,medio
single_family,535000.0,460000,1617.0,1.0,3.0,2.0,2.0,2003.0,32141,0.0,284.47742733457017,medio
single_family,1125000.0,1067500,3690.0,1.0,4.0,4.0,2.0,2025.0,34134,1.0,289.29539295392954,alto
single_family,1993444.0,1900000,3032.0,2.0,6.0,3.0,0.0,1925.0,33140,0.0,626.6490765171504,alto
single_family,12775000.0,12000000,4040.0,2.0,6.0,6.0,2.0,2022.0,33483,1.0,2970.29702970297,alto
single_family,475000.0,455000,2802.0,1.0,4.0,3.0,3.0,2013.0,32780,0.0,162.384011420414,medio
single_family,650000.0,630000,2013.0,1.0,3.0,2.0,2.0,2013.0,32163,0.0,312.9657228017884,alto
single_family,379000.0,360000,1386.0,1.0,3.0,2.0,2.0,1994.0,33912,0.0,259.7402597402597,medio
single_family,309000.0,302000,1632.0,1.0,3.0,2.0,2.0,2020.0,34442,0.0,185.04901960784315,medio
single_family,306990.0,306990,1646.0,1.0,3.0,2.0,2.0,2026.0,32218,0.0,186.5066828675577,medio
townhomes,329500.0,329500,1752.0,1.0,3.0,2.0,2.0,1982.0,32312,0.0,188.07077625570776,medio
condos,669000.0,645000,1380.0,1.0,2.0,2.0,1.0,2005.0,32408,0.0,467.39130434782606,alto
single_family,367990.0,367990,2030.0,1.0,5.0,3.0,2.0,2026.0,32043,0.0,181.27586206896552,medio
single_family,3500000.0,3300000,4315.0,1.0,3.0,3.0,2.0,1999.0,33418,2.0,764.774044032445,alto
single_family,350000.0,350000,1392.0,1.0,3.0,2.0,0.0,2005.0,32459,0.0,251.4367816091954,medio
condos,299990.0,290000,1156.0,1.0,2.0,2.0,0.0,1985.0,33433,1.0,250.8650519031142,bajo
single_family,649000.0,595000,2436.0,1.0,4.0,3.0,2.0,1982.0,34235,0.0,244.2528735632184,alto
single_family,279000.0,270000,1477.0,1.0,2.0,2.0,2.0,2006.0,34287,0.0,182.80297901150982,bajo
condos,185000.0,175000,1107.0,2.0,2.0,2.0,1.0,1981.0,34997,0.0,158.08491418247516,bajo
single_family,449000.0,449000,2032.0,1.0,3.0,2.0,2.0,2004.0,32940,0.0,220.96456692913387,medio
single_family,375000.0,375000,1746.0,1.0,3.0,2.0,3.0,1986.0,32063,0.0,214.7766323024055,medio
single_family,325000.0,270000,1450.0,1.0,3.0,2.0,1.0,1997.0,33484,0.0,186.20689655172413,bajo
single_family,589900.0,578000,1842.0,1.0,3.0,2.0,2.0,1998.0,33950,0.0,313.78935939196526,alto
single_family,505000.0,505000,1786.0,1.0,3.0,2.0,2.0,2022.0,32081,0.0,282.75475923852184,alto
single_family,385000.0,370000,2172.0,1.0,4.0,2.0,2.0,1987.0,32127,0.0,170.34990791896868,medio
condos,895000.0,820000,1478.0,1.0,3.0,3.0,0.0,1973.0,34145,0.0,554.8037889039242,alto
single_family,319500.0,309000,1158.0,1.0,2.0,2.0,1.0,2006.0,32162,0.0,266.83937823834196,medio
single_family,731226.0,699000,3529.0,2.0,5.0,4.0,3.0,2025.0,32259,1.0,198.0731085293284,alto
single_family,629000.0,620000,1957.0,1.0,3.0,2.0,2.0,2002.0,34119,0.0,316.81144609095554,alto
single_family,896000.0,870000,2090.0,1.0,4.0,3.0,3.0,2025.0,33914,0.0,416.26794258373207,alto
single_family,465000.0,465000,2104.0,1.0,3.0,3.0,3.0,2017.0,33993,0.0,221.00760456273764,medio
condos,355000.0,350000,2230.0,2.0,3.0,2.0,2.0,1991.0,33908,0.0,156.9506726457399,medio
multi_family,850000.0,754600,3302.0,1.0,8.0,4.0,0.0,1972.0,33462,0.0,228.52816474863718,alto
single_family,999000.0,999000,2080.0,1.0,3.0,2.0,2.0,1961.0,32127,0.0,480.28846153846155,alto
single_family,405000.0,400000,1993.0,1.0,2.0,3.0,2.0,1994.0,33908,0.0,200.70245860511793,medio
condos,610000.0,570000,1703.0,1.0,3.0,3.0,0.0,1982.0,32407,0.0,334.70346447445684,alto
single_family,700000.0,635000,2152.0,1.0,4.0,3.0,2.0,2021.0,33981,0.0,295.0743494423792,alto
condos,154900.0,150000,1400.0,1.0,2.0,2.0,0.0,1972.0,33907,0.0,107.14285714285714,bajo
single_family,1349000.0,1250000,3072.0,2.0,4.0,3.0,3.0,2001.0,33957,0.0,406.9010416666667,alto
single_family,323000.0,315000,1562.0,1.0,3.0,2.0,2.0,2020.0,34609,0.0,201.66453265044814,medio
condos,199900.0,190000,1269.0,1.0,3.0,2.0,0.0,2006.0,32692,0.0,149.72419227738376,bajo
single_family,2900000.0,1900000,1664.0,1.0,3.0,3.0,0.0,2000.0,34113,0.0,1141.826923076923,alto
single_family,445000.0,445000,1432.0,1.0,3.0,2.0,1.0,1984.0,32233,0.0,310.75418994413405,medio
single_family,289900.0,270000,1400.0,1.0,3.0,2.0,2.0,2023.0,33982,0.0,192.85714285714286,bajo
condos,659900.0,640000,1883.0,1.0,3.0,2.0,2.0,2007.0,34120,0.0,339.88316516197557,alto
single_family,850000.0,855000,2317.0,1.0,3.0,3.0,2.0,2000.0,33993,0.0,369.0116529995684,alto
single_family,224900.0,230000,1370.0,1.0,2.0,2.0,0.0,1982.0,33417,0.0,167.8832116788321,bajo
condos,775000.0,728000,2060.0,1.0,3.0,2.0,2.0,2002.0,34135,1.0,353.3980582524272,alto
single_family,985000.0,996000,3474.0,2.0,2.0,2.0,1.0,1901.0,32751,1.0,286.70120898100174,alto
condos,1759900.0,1692500,2950.0,1.0,3.0,3.0,2.0,2017.0,34110,1.0,573.728813559322,alto
single_family,1075000.0,999000,2733.0,1.0,3.0,3.0,2.0,2001.0,34114,0.0,365.53238199780463,alto
single_family,2995000.0,2775000,4456.0,2.0,4.0,4.0,3.0,2024.0,34114,2.0,622.7558348294434,alto
single_family,399000.0,380000,2312.0,1.0,4.0,2.0,2.0,1996.0,32164,0.0,164.3598615916955,medio
condos,349900.0,345000,1194.0,1.0,2.0,2.0,0.0,2011.0,34120,0.0,288.94472361809045,medio
single_family,559000.0,545000,2359.0,1.0,3.0,2.0,3.0,2024.0,33982,1.0,231.03009749894022,alto
single_family,5250000.0,5050000,3647.0,2.0,4.0,4.0,1.0,2026.0,33405,1.0,1384.699753221826,alto
single_family,340000.0,340000,2049.0,1.0,3.0,2.0,2.0,1989.0,34609,0.0,165.93460224499756,medio
townhomes,229990.0,229990,1433.0,2.0,3.0,2.0,1.0,2026.0,32068,1.0,160.49546406140962,bajo
single_family,1940000.0,1809000,3820.0,1.0,3.0,3.0,3.0,2020.0,33908,1.0,473.5602094240838,alto
single_family,885000.0,815000,1104.0,1.0,3.0,2.0,0.0,1993.0,32459,0.0,738.2246376811594,alto
single_family,374900.0,374900,1845.0,1.0,3.0,2.0,2.0,2025.0,32024,0.0,203.19783197831978,medio
townhomes,329000.0,315000,1615.0,1.0,3.0,2.0,2.0,1982.0,32073,0.0,195.04643962848297,medio
single_family,583755.0,578755,2273.0,1.0,3.0,2.0,3.0,2025.0,32259,1.0,254.6216454025517,alto
single_family,429900.0,425000,1894.0,1.0,3.0,2.0,2.0,2023.0,34987,0.0,224.39281942977826,medio
single_family,345000.0,330000,1850.0,1.0,4.0,2.0,2.0,2023.0,34289,0.0,178.3783783783784,medio
mobile,10500.0,10500,1680.0,1.0,2.0,2.0,0.0,1981.0,33870,0.0,6.25,bajo
condos,1095000.0,1000000,2748.0,2.0,3.0,3.0,2.0,2002.0,34135,0.0,363.901018922853,alto
mobile,173000.0,166000,960.0,1.0,3.0,2.0,1.0,1976.0,34613,0.0,172.91666666666666,bajo
single_family,469500.0,465000,1790.0,1.0,4.0,2.0,2.0,2000.0,32224,0.0,259.77653631284915,medio
townhomes,415000.0,405000,2245.0,2.0,3.0,2.0,2.0,2002.0,33618,1.0,180.4008908685969,medio
single_family,349900.0,347000,1697.0,1.0,3.0,2.0,2.0,2011.0,32566,0.0,204.47849145550973,medio
condos,9950000.0,9400000,3904.0,1.0,4.0,4.0,2.0,2026.0,33133,1.0,2407.7868852459014,alto
single_family,429900.0,422500,1637.0,1.0,3.0,2.0,2.0,2006.0,33905,0.0,258.094074526573,medio
single_family,389900.0,365000,1553.0,1.0,2.0,2.0,2.0,2013.0,33913,0.0,235.0289761751449,medio
mobile,145000.0,140000,1248.0,1.0,3.0,2.0,0.0,1996.0,32327,0.0,112.17948717948718,bajo
single_family,335000.0,308000,1367.0,1.0,3.0,2.0,0.0,2000.0,32095,0.0,225.31089978054132,medio
single_family,286990.0,279990,1828.0,1.0,4.0,2.0,2.0,2026.0,34433,0.0,153.16739606126916,bajo
condos,139000.0,130500,819.0,2.0,2.0,1.0,0.0,1983.0,33461,0.0,159.34065934065933,bajo
single_family,579000.0,560000,2310.0,1.0,3.0,2.0,2.0,1989.0,33913,0.0,242.42424242424244,alto
single_family,440000.0,420000,2434.0,1.0,4.0,3.0,2.0,1973.0,32217,0.0,172.5554642563681,medio
single_family,235000.0,230000,1404.0,1.0,3.0,1.0,0.0,1979.0,32091,1.0,163.81766381766383,bajo
single_family,449000.0,425000,1752.0,1.0,3.0,2.0,2.0,2008.0,33917,0.0,242.5799086757991,medio
single_family,849000.0,807500,1416.0,2.0,4.0,3.0,0.0,1978.0,32084,0.0,570.2683615819209,alto
single_family,999999.0,970000,2444.0,1.0,3.0,2.0,2.0,1984.0,33445,1.0,396.89034369885434,alto
mobile,225000.0,212000,1088.0,1.0,2.0,2.0,0.0,1984.0,33917,0.0,194.85294117647058,bajo
single_family,580000.0,586000,2042.0,1.0,3.0,2.0,2.0,1983.0,33990,0.0,286.97355533790403,alto
single_family,299950.0,287475,2079.0,1.0,2.0,2.0,2.0,1993.0,34461,1.0,138.27561327561327,bajo
single_family,385000.0,372000,1525.0,1.0,2.0,2.0,2.0,1993.0,34990,0.0,243.9344262295082,medio
townhomes,449900.0,452000,2120.0,2.0,3.0,2.0,1.0,1980.0,33179,1.0,213.20754716981133,medio
townhomes,409000.0,399000,1707.0,2.0,3.0,2.0,1.0,2007.0,33437,1.0,233.74340949033393,medio
single_family,349990.0,344990,2160.0,2.0,4.0,2.0,2.0,2025.0,32218,1.0,159.71759259259258,medio
single_family,479900.0,470000,2495.0,2.0,5.0,3.0,2.0,2008.0,32092,0.0,188.37675350701403,medio
single_family,850000.0,830000,2247.0,1.0,4.0,3.0,0.0,1997.0,33175,0.0,369.3813974187806,alto
condos,708900.0,695000,1378.0,1.0,2.0,2.0,0.0,1999.0,32566,0.0,504.3541364296081,alto
single_family,745000.0,699000,2128.0,2.0,3.0,2.0,0.0,2004.0,33189,1.0,328.47744360902254,alto
condos,235000.0,195000,1296.0,2.0,2.0,2.0,0.0,1985.0,33484,0.0,150.46296296296296,bajo
single_family,1375000.0,1340000,1999.0,1.0,3.0,2.0,2.0,1999.0,33957,0.0,670.3351675837919,alto
single_family,459900.0,459900,1840.0,1.0,4.0,2.0,2.0,1969.0,32547,0.0,249.94565217391303,medio
single_family,1535000.0,1425000,3100.0,1.0,4.0,3.0,3.0,2004.0,34105,1.0,459.6774193548387,alto
single_family,599000.0,577500,1816.0,1.0,3.0,2.0,2.0,2004.0,32080,0.0,318.00660792951544,alto
single_family,545000.0,515000,1729.0,1.0,3.0,2.0,1.0,1981.0,33445,0.0,297.86003470213996,alto
single_family,529900.0,510000,1729.0,1.0,3.0,2.0,2.0,2005.0,33913,0.0,294.9681897050318,alto
single_family,324900.0,325000,1756.0,1.0,3.0,2.0,2.0,1995.0,32404,0.0,185.07972665148063,medio
single_family,599900.0,595000,3539.0,2.0,5.0,3.0,2.0,2006.0,33913,1.0,168.12658943204295,alto
single_family,685000.0,635000,2327.0,1.0,3.0,2.0,2.0,2004.0,33905,1.0,272.8835410399656,alto
single_family,277170.0,277170,1546.0,1.0,3.0,2.0,2.0,2025.0,33982,0.0,179.28201811125484,bajo
single_family,340000.0,315000,1542.0,1.0,2.0,2.0,2.0,2014.0,33991,0.0,204.28015564202335,medio
single_family,599900.0,585000,1770.0,1.0,3.0,2.0,1.0,2000.0,34117,0.0,330.50847457627117,alto
single_family,259900.0,261000,1953.0,1.0,6.0,2.0,1.0,1971.0,32526,0.0,133.64055299539172,bajo
single_family,315000.0,310000,1612.0,1.0,3.0,2.0,2.0,1965.0,32780,0.0,192.30769230769232,medio
single_family,665000.0,650000,2753.0,1.0,3.0,3.0,2.0,2006.0,34135,0.0,236.1060661096985,alto
single_family,2199000.0,220000,3797.0,2.0,5.0,4.0,4.0,2004.0,33183,0.0,57.940479325783514,bajo
single_family,275000.0,260000,1256.0,1.0,2.0,2.0,1.0,1996.0,33955,0.0,207.0063694267516,bajo
single_family,329900.0,329900,1799.0,1.0,4.0,2.0,2.0,2026.0,32409,0.0,183.37965536409115,medio
single_family,385000.0,398000,2052.0,1.0,4.0,2.0,2.0,2005.0,32566,0.0,193.9571150097466,medio
single_family,150000.0,140000,1321.0,1.0,2.0,2.0,0.0,1940.0,32696,0.0,105.98031794095382,bajo
single_family,695000.0,690000,1536.0,1.0,3.0,2.0,4.0,1991.0,33182,0.0,449.21875,alto
single_family,469900.0,469000,2770.0,1.0,4.0,3.0,2.0,1984.0,32514,0.0,169.31407942238266,medio
single_family,339900.0,339900,1308.0,1.0,2.0,2.0,2.0,1996.0,34211,0.0,259.86238532110093,medio
condos,199000.0,189000,1335.0,2.0,2.0,2.0,0.0,1979.0,33445,0.0,141.57303370786516,bajo
single_family,289900.0,295000,1482.0,1.0,3.0,2.0,2.0,2005.0,34608,0.0,199.055330634278,bajo
townhomes,269900.0,269900,1460.0,2.0,3.0,2.0,0.0,2024.0,32456,1.0,184.86301369863014,bajo
single_family,7950000.0,7600000,3582.0,2.0,5.0,5.0,2.0,2016.0,34102,1.0,2121.719709659408,alto
townhomes,1399900.0,1300000,1455.0,2.0,2.0,2.0,0.0,1980.0,34102,1.0,893.4707903780069,alto
land,319000.0,280000,1680.0,1.0,3.0,2.0,0.0,1999.0,33904,0.0,166.66666666666666,bajo
single_family,700000.0,700000,3128.0,3.0,5.0,3.0,4.0,1991.0,33527,0.0,223.7851662404092,alto
townhomes,469000.0,450000,1482.0,1.0,3.0,2.0,2.0,1974.0,33173,0.0,303.6437246963563,medio
single_family,899000.0,865000,2627.0,1.0,4.0,3.0,2.0,1987.0,33928,0.0,329.2729349067377,alto
single_family,420000.0,400000,2160.0,1.0,4.0,2.0,3.0,2023.0,32097,0.0,185.1851851851852,medio
townhomes,450000.0,450000,1772.0,1.0,3.0,2.0,1.0,2021.0,33032,1.0,253.95033860045146,medio
multi_family,750000.0,715000,1752.0,1.0,3.0,2.0,0.0,1959.0,33304,0.0,408.10502283105023,alto
single_family,849000.0,780000,2405.0,1.0,3.0,2.0,2.0,2003.0,33950,1.0,324.3243243243243,alto
single_family,263600.0,263600,1504.0,1.0,4.0,2.0,1.0,2026.0,32404,0.0,175.2659574468085,bajo
townhomes,533900.0,515000,2062.0,2.0,3.0,2.0,2.0,2022.0,32224,1.0,249.75751697381185,alto
townhomes,280000.0,268000,1328.0,1.0,2.0,2.0,0.0,1980.0,33461,1.0,201.80722891566265,bajo
condos,195000.0,175000,1144.0,1.0,3.0,2.0,0.0,1979.0,34232,0.0,152.97202797202797,bajo
condos,210000.0,195000,1442.0,1.0,3.0,2.0,2.0,2004.0,33936,0.0,135.22884882108184,bajo
condos,550000.0,505000,1654.0,1.0,2.0,2.0,2.0,2012.0,34120,0.0,305.3204353083434,alto
condos,320000.0,307000,1533.0,1.0,2.0,2.0,0.0,1994.0,33027,0.0,200.26092628832356,medio
single_family,399900.0,399900,1540.0,1.0,3.0,2.0,2.0,1962.0,32503,0.0,259.6753246753247,medio
single_family,465000.0,456000,1359.0,1.0,3.0,2.0,0.0,1952.0,33167,0.0,335.5408388520971,medio
single_family,699900.0,699900,2480.0,1.0,4.0,2.0,2.0,1998.0,32407,1.0,282.21774193548384,alto
single_family,499000.0,400000,1983.0,1.0,3.0,2.0,0.0,1973.0,34449,1.0,201.7145738779627,medio
single_family,698000.0,645000,2255.0,2.0,3.0,2.0,2.0,2005.0,34135,1.0,286.0310421286031,alto
mobile,115000.0,110000,1520.0,1.0,3.0,2.0,2.0,2016.0,33463,0.0,72.36842105263158,bajo
condos,889000.0,850000,1450.0,1.0,2.0,2.0,1.0,1967.0,33308,0.0,586.2068965517242,alto
single_family,535000.0,527500,2637.0,1.0,3.0,3.0,2.0,2006.0,34465,0.0,200.0379218809253,alto
condos,599000.0,599000,1045.0,1.0,2.0,2.0,0.0,1975.0,33051,0.0,573.2057416267943,alto
townhomes,569000.0,515000,1343.0,1.0,2.0,2.0,0.0,1980.0,33036,0.0,383.469843633656,alto
single_family,780000.0,750000,2062.0,1.0,3.0,2.0,2.0,2019.0,34135,0.0,363.72453928225025,alto
single_family,249000.0,246000,1424.0,1.0,4.0,2.0,0.0,2020.0,32327,0.0,172.75280898876406,bajo
townhomes,339000.0,300000,1236.0,2.0,2.0,2.0,0.0,1984.0,34990,1.0,242.71844660194174,medio
single_family,284900.0,268000,1740.0,1.0,3.0,2.0,0.0,1988.0,32446,0.0,154.02298850574712,bajo
single_family,395000.0,375000,1664.0,1.0,3.0,2.0,2.0,1988.0,34232,0.0,225.36057692307693,medio
single_family,1595000.0,1475000,2392.0,2.0,4.0,3.0,2.0,1999.0,33180,1.0,616.6387959866221,alto
condos,228000.0,205000,842.0,1.0,2.0,2.0,0.0,1974.0,34105,0.0,243.46793349168647,bajo
single_family,254900.0,254900,1752.0,1.0,3.0,2.0,0.0,1976.0,33936,0.0,145.49086757990867,bajo
condos,284900.0,280000,1200.0,3.0,2.0,2.0,0.0,1973.0,33435,0.0,233.33333333333334,bajo
single_family,485000.0,481000,2069.0,1.0,4.0,2.0,2.0,1979.0,32308,0.0,232.47945867568873,alto
single_family,314990.0,305000,1493.0,1.0,2.0,2.0,2.0,2013.0,33573,0.0,204.2866711319491,medio
condos,799000.0,755000,1530.0,1.0,3.0,2.0,0.0,1981.0,33785,0.0,493.4640522875817,alto
single_family,535000.0,540000,2088.0,1.0,4.0,2.0,2.0,1971.0,32937,1.0,258.62068965517244,alto
townhomes,389000.0,375000,1826.0,2.0,3.0,2.0,2.0,2015.0,34135,1.0,205.36692223439212,medio
condos,375000.0,365000,917.0,1.0,2.0,2.0,2.0,2002.0,33145,0.0,398.0370774263904,medio
single_family,700000.0,665000,2000.0,1.0,4.0,3.0,0.0,1945.0,33405,0.0,332.5,alto
single_family,579000.0,554500,2028.0,1.0,3.0,2.0,2.0,2002.0,33412,0.0,273.42209072978306,alto
single_family,889000.0,835000,1905.0,1.0,3.0,2.0,2.0,1977.0,34104,0.0,438.32020997375326,alto
townhomes,475000.0,470000,1786.0,2.0,4.0,3.0,2.0,2022.0,34786,0.0,263.1578947368421,medio
single_family,389000.0,380000,1786.0,2.0,3.0,2.0,2.0,1991.0,32935,1.0,212.7659574468085,medio
single_family,299500.0,308000,1680.0,1.0,3.0,2.0,2.0,1973.0,32311,0.0,183.33333333333334,medio
single_family,220000.0,215000,1206.0,1.0,3.0,2.0,1.0,1980.0,32526,0.0,178.2752902155887,bajo
single_family,269000.0,265000,1314.0,1.0,3.0,2.0,1.0,1972.0,34652,0.0,201.67427701674276,bajo
mobile,19777.0,14000,1188.0,1.0,2.0,2.0,2.0,1999.0,33565,0.0,11.784511784511784,bajo
mobile,370000.0,352000,2356.0,1.0,4.0,2.0,0.0,2004.0,33569,0.0,149.4057724957555,medio
condos,175000.0,175000,402.0,1.0,1.0,1.0,0.0,1973.0,32118,0.0,435.32338308457713,bajo
mobile,260000.0,260000,1408.0,1.0,3.0,2.0,0.0,2000.0,32034,0.0,184.6590909090909,bajo
condos,192900.0,189000,992.0,1.0,2.0,2.0,0.0,1986.0,33912,0.0,190.5241935483871,bajo
condos,539900.0,539900,1080.0,1.0,2.0,2.0,0.0,1989.0,33715,0.0,499.9074074074074,alto
